CLIENT_ID,TOTAL_ACCOUNTS,DEPOSITS,WITHDRAWALS,TOTAL_DEPOSITS_AMOUNT,TOTAL_WITHDRAWALS_AMOUNT,LAST_BALANCE,MAX_LN,TOTAL_LOANS,FIDO_SCORE_AT_SIGNUP,AGE,GENDER,REGION,INCOME_VALUE,CUST_LOCATION,LOAN_SEGMENT,BEHAVIORAL_SEGMENT,FIRST_ACCOUNT_LIFE_DAYS,FIRST_ACCOUNT_CLOSED_DATE,FIRST_ACCOUNT_STATE,SAVINGS_TIMING_CATEGORY,SIMPLIFIED_TIMING,DAYS_DISBURSEMENT_TO_SAVINGS,DAYS_REPAYMENT_TO_SAVINGS,REPAYMENT_STATE,PRIMARY_TIMING_CATEGORY,FIRST_ACCOUNT_STATUS,MONTHLY_DEPOSIT_FREQUENCY,MONTHLY_WITHDRAWAL_FREQUENCY,DAYS_ACTIVE
284253462,1,18,22,3207.0100000000,-1252.0000000000,1962.6900000000,7,8,328,23,MALE,Ashanti Region,351 GHS - 700 GHS,Breman,mid_ln_savers,wallet_users,43,,ACTIVE,after_loan_closed,after_loan_closed,68,20,PAID,after_loan_closed,still_active,18.000000,22.000000,40
284374993,1,2,0,42.0000000000,0.0000000000,42.0000000000,0,1,340,19,FEMALE,Eastern Region,351 GHS - 700 GHS,Nsawam Adoagyiri Municipal,low_ln_savers,savers,10,,ACTIVE,after_loan_closed,after_loan_closed,36,0,PAID,after_loan_closed,still_active,2.000000,0.000000,0
284400487,1,24,9,1135.0000000000,-1110.0000000000,28.0600000000,16,17,500,41,MALE,Greater Accra Region,Above 1800 GHS,Kpone Katamanso Municipal,high_ln_savers,savers,118,,ACTIVE,with_active_loan,with_active_loan,60,-94,PARTIALLY_PAID,with_active_loan,still_active,8.000000,3.000000,84
284407889,1,1,1,100.0000000000,-80.0000000000,20.3300000000,16,17,661,28,MALE,Accra,1401 GHS - 1800 GHS,Amasaman,high_ln_savers,savers,13,,ACTIVE,with_active_loan,with_active_loan,15,,PENDING,with_active_loan,still_active,1.000000,1.000000,11
284513882,1,1,1,50.0000000000,-30.0000000000,20.4900000000,20,21,465,35,MALE,Greater Accra Region,Above 1800 GHS,Weija-Gbawe Municipal,high_ln_savers,savers,138,,ACTIVE,before_disbursement,before_disbursement,-116,,PENDING,before_disbursement,still_active,1.000000,1.000000,49
284518418,1,1,0,50.0000000000,0.0000000000,50.0000000000,1,2,349,29,MALE,Volta Region,1401 GHS - 1800 GHS,Akatsi North District,low_ln_savers,savers,17,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
284566515,1,1,0,50.0000000000,0.0000000000,50.0000000000,30,31,712,25,MALE,Ashanti Region,Above 1800 GHS,Kwadaso,high_ln_savers,savers,21,,ACTIVE,with_active_loan,with_active_loan,10,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
284569385,1,5,2,550.0000000000,-100.0300000000,451.9700000000,8,9,371,40,MALE,Greater Accra Region,Above 1800 GHS,Ablekuma North Municipal,high_ln_savers,savers,40,,ACTIVE,before_disbursement,before_disbursement,-37,,PENDING,before_disbursement,still_active,5.000000,2.000000,36
284592410,1,3,2,1250.0000000000,-1230.0000000000,21.6800000000,12,13,522,24,MALE,Accra,351 GHS - 700 GHS,Spintex,high_ln_savers,savers,21,,ACTIVE,with_active_loan,with_active_loan,2,,PENDING,with_active_loan,still_active,3.000000,2.000000,12
284669622,1,2,1,120.0000000000,-100.0000000000,20.4300000000,7,8,410,30,MALE,Greater Accra Region,701 GHS - 1000 GHS,Accra Metropolitan,mid_ln_savers,savers,18,,ACTIVE,before_disbursement,before_disbursement,-1,,PENDING,before_disbursement,still_active,2.000000,1.000000,15
284690656,1,2,0,100.0000000000,0.0000000000,100.2500000000,2,3,290,68,MALE,Greater Accra Region,1401 GHS - 1800 GHS,Ga East Municipal,low_ln_savers,savers,41,,ACTIVE,before_disbursement,before_disbursement,-25,,PENDING,before_disbursement,still_active,2.000000,0.000000,25
284718718,1,3,0,40.0000000000,0.0000000000,40.1200000000,3,4,250,34,MALE,Western Region,Above 1800 GHS,Other,mid_ln_savers,savers,14,,ACTIVE,before_disbursement,before_disbursement,-12,,PENDING,before_disbursement,still_active,3.000000,0.000000,12
284834177,1,1,0,20.0000000000,0.0000000000,20.0000000000,24,24,483,23,FEMALE,Accra,351 GHS - 700 GHS,Madina,high_ln_savers,savers,18,,ACTIVE,before_disbursement,before_disbursement,0,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
284855628,1,1,0,20.0000000000,0.0000000000,20.0000000000,0,1,290,40,FEMALE,Greater Accra Region,351 GHS - 700 GHS,Ashaiman Municipal,low_ln_savers,savers,10,,ACTIVE,after_loan_closed,after_loan_closed,6,4,PAID,after_loan_closed,still_active,1.000000,0.000000,0
284930905,1,6,2,600.0000000000,-550.0300000000,50.8100000000,21,22,361,25,MALE,Greater Accra Region,Above 1800 GHS,Okaikwei North Municipal,high_ln_savers,savers,20,,ACTIVE,before_disbursement,before_disbursement,-1,,PENDING,before_disbursement,still_active,6.000000,2.000000,8
284995416,1,1,2,50.0000000000,-40.0100000000,10.0100000000,20,21,490,25,FEMALE,Central Region,1001 GHS - 1400 GHS,Kasoa,high_ln_savers,savers,113,,ACTIVE,before_disbursement,before_disbursement,-30,,PENDING,before_disbursement,still_active,1.000000,2.000000,2
285024029,1,5,2,690.0000000000,-660.0000000000,30.3200000000,1,2,446,30,MALE,Greater Accra Region,Above 1800 GHS,Ayawaso East Municipal,low_ln_savers,savers,26,,ACTIVE,with_active_loan,with_active_loan,2,,PENDING,with_active_loan,still_active,5.000000,2.000000,19
285036022,1,3,0,80.0000000000,0.0000000000,80.0900000000,4,5,405,27,MALE,Eastern Region,1001 GHS - 1400 GHS,Asamankese,mid_ln_savers,savers,25,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,3.000000,0.000000,5
285237089,1,1,2,100.0000000000,-34.0000000000,66.0300000000,3,4,200,20,FEMALE,Central Region,Below 350 GHS,Winneba,mid_ln_savers,savers,3,,ACTIVE,after_loan_closed,after_loan_closed,263,222,PAID,after_loan_closed,still_active,1.000000,2.000000,1
285245995,1,1,0,20.0000000000,0.0000000000,20.0000000000,21,22,390,35,MALE,Ashanti Region,701 GHS - 1000 GHS,Other,high_ln_savers,savers,44,,ACTIVE,with_active_loan,with_active_loan,67,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
285426422,1,1,0,50.0000000000,0.0000000000,50.0000000000,12,13,504,38,MALE,Western Region,Above 1800 GHS,Lagos Town,high_ln_savers,savers,28,,ACTIVE,before_disbursement,before_disbursement,-24,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
285524941,1,2,1,40.0000000000,-20.0000000000,20.0500000000,16,17,451,28,FEMALE,Greater Accra Region,351 GHS - 700 GHS,Ablekuma North Municipal,high_ln_savers,savers,18,,ACTIVE,before_disbursement,before_disbursement,-5,,PENDING,before_disbursement,still_active,2.000000,1.000000,5
285577940,1,1,0,25.0000000000,0.0000000000,25.0000000000,0,1,274,24,MALE,Greater Accra Region,1401 GHS - 1800 GHS,Adenta Municipal,low_ln_savers,savers,37,,ACTIVE,after_loan_closed,after_loan_closed,0,-33,PAID,after_loan_closed,still_active,1.000000,0.000000,0
285581555,1,1,0,20.0000000000,0.0000000000,20.0000000000,28,29,578,33,FEMALE,Western Region,701 GHS - 1000 GHS,Port Quarters,high_ln_savers,savers,93,,ACTIVE,with_active_loan,with_active_loan,15,,LATE,with_active_loan,still_active,1.000000,0.000000,0
285606456,1,1,0,20.0000000000,0.0000000000,20.0000000000,-1,,89,22,FEMALE,Western North Region,1001 GHS - 1400 GHS,Bibiani Anhwiaso Bekwai Municipal,non_eligible_savers,savers,8,,ACTIVE,no_loan_history,no_loan_history,,,,no_loan_history,still_active,1.000000,0.000000,0
285684395,1,9,1,858.0000000000,-360.0000000000,501.6300000000,13,14,407,27,MALE,Greater Accra Region,Above 1800 GHS,Ga South Municipal,high_ln_savers,ultra_savers,45,,ACTIVE,before_disbursement,before_disbursement,-34,,PENDING,before_disbursement,still_active,9.000000,1.000000,41
285698170,1,4,8,1290.0000000000,-965.0000000000,327.2600000000,31,32,685,29,MALE,Accra,1401 GHS - 1800 GHS,Ashaley Botwe,high_ln_savers,wallet_users,39,,ACTIVE,before_disbursement,before_disbursement,-22,,PENDING,before_disbursement,still_active,4.000000,8.000000,32
285811795,1,2,1,70.0000000000,-50.0000000000,20.3400000000,1,2,355,33,FEMALE,Greater Accra Region,351 GHS - 700 GHS,Ashaiman Municipal,low_ln_savers,savers,27,,ACTIVE,before_disbursement,before_disbursement,-12,,PENDING,before_disbursement,still_active,2.000000,1.000000,20
285902625,1,17,10,2088.0200000000,-1990.2300000000,103.9300000000,34,35,689,31,FEMALE,Accra,701 GHS - 1000 GHS,Abossey Okai,high_ln_savers,savers,114,,ACTIVE,before_disbursement,before_disbursement,-84,,PENDING,before_disbursement,still_active,4.250000,2.500000,103
285929084,1,1,0,100.0000000000,0.0000000000,100.0000000000,5,6,318,27,FEMALE,Greater Accra Region,Above 1800 GHS,Accra Metropolitan,mid_ln_savers,savers,19,,ACTIVE,with_active_loan,with_active_loan,1,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
286018439,1,1,0,40.0000000000,0.0000000000,40.0000000000,-1,,19,22,MALE,Eastern Region,701 GHS - 1000 GHS,Kade,non_eligible_savers,savers,2,,ACTIVE,no_loan_history,no_loan_history,,,,no_loan_history,still_active,1.000000,0.000000,0
286034016,1,12,0,400.0000000000,0.0000000000,400.7100000000,5,6,364,26,FEMALE,Volta Region,701 GHS - 1000 GHS,Ho Municipal,mid_ln_savers,savers,26,,ACTIVE,before_disbursement,before_disbursement,-10,,PENDING,before_disbursement,still_active,12.000000,0.000000,24
286051512,1,1,1,50.0000000000,-0.0100000000,50.0000000000,12,13,475,25,FEMALE,Greater Accra Region,701 GHS - 1000 GHS,Ayawaso North Municipal,high_ln_savers,savers,23,,ACTIVE,before_disbursement,before_disbursement,-5,,PENDING,before_disbursement,still_active,1.000000,1.000000,1
286082153,1,1,0,50.0000000000,0.0000000000,50.0000000000,24,25,478,50,FEMALE,Accra,351 GHS - 700 GHS,Accra New Town,high_ln_savers,savers,107,,ACTIVE,with_active_loan,with_active_loan,0,-72,LATE,with_active_loan,still_active,1.000000,0.000000,0
286202173,1,4,3,70.0000000000,-50.0000000000,20.1300000000,0,1,356,22,FEMALE,Upper West Region,Below 350 GHS,Wa Municipal,low_ln_savers,savers,20,,ACTIVE,with_active_loan,with_active_loan,40,-18,LATE,with_active_loan,still_active,4.000000,3.000000,13
286337405,1,8,2,125.0000000000,-100.0100000000,25.3800000000,-1,,226,25,MALE,Greater Accra Region,701 GHS - 1000 GHS,Ablekuma West Municipal,non_eligible_savers,savers,40,,ACTIVE,no_loan_history,no_loan_history,,,,no_loan_history,still_active,8.000000,2.000000,18
286549353,1,6,1,4907.0000000000,-0.2600000000,4932.4400000000,15,16,436,36,MALE,Western Region,701 GHS - 1000 GHS,Wassa Amenfi East Municipal,high_ln_savers,ultra_savers,52,,ACTIVE,before_disbursement,before_disbursement,-28,,PENDING,before_disbursement,still_active,3.000000,0.500000,50
286555132,1,1,0,10.0000000000,0.0000000000,10.0000000000,22,23,614,44,MALE,Eastern Region,Above 1800 GHS,Koforidua,high_ln_savers,savers,136,,ACTIVE,before_disbursement,before_disbursement,-85,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
286629550,1,5,2,3230.0000000000,-2400.0000000000,831.2100000000,35,36,751,45,FEMALE,Accra,701 GHS - 1000 GHS,Ablekuma,high_ln_savers,ultra_savers,21,,ACTIVE,with_active_loan,with_active_loan,40,,PENDING,with_active_loan,still_active,5.000000,2.000000,14
286633542,2,2,1,71.0000000000,-21.2000000000,50.0000000000,4,5,324,22,MALE,Ashanti Region,1001 GHS - 1400 GHS,Ahodwo,mid_ln_savers,savers,20,2025-10-08 21:12:03.000,CLOSED,before_disbursement,before_disbursement,-21,,PENDING,before_disbursement,closed,2.000000,1.000000,21
286711138,1,2,2,550.0000000000,-540.0000000000,10.9500000000,21,22,433,22,MALE,Other Region,351 GHS - 700 GHS,Northern,high_ln_savers,savers,136,,ACTIVE,before_disbursement,before_disbursement,-118,-135,PARTIALLY_PAID,before_disbursement,still_active,2.000000,2.000000,19
286754691,1,2,0,50.0000000000,0.0000000000,50.2900000000,3,4,444,28,FEMALE,Ashanti Region,Above 1800 GHS,Tafo,mid_ln_savers,savers,31,,ACTIVE,before_disbursement,before_disbursement,-29,,PENDING,before_disbursement,still_active,2.000000,0.000000,29
286786631,1,1,0,100.0000000000,0.0000000000,100.0000000000,6,7,313,31,MALE,Greater Accra Region,Above 1800 GHS,Ada West District,mid_ln_savers,savers,8,,ACTIVE,with_active_loan,with_active_loan,24,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
286827117,1,4,2,1750.0000000000,-130.0000000000,1620.6400000000,21,22,488,36,MALE,Accra,701 GHS - 1000 GHS,Adenta,high_ln_savers,ultra_savers,40,,ACTIVE,with_active_loan,with_active_loan,144,-24,PARTIALLY_PAID,with_active_loan,still_active,4.000000,2.000000,25
286919014,1,2,4,250.0000000000,-230.1800000000,20.5500000000,33,34,719,28,MALE,Ashanti Region,Above 1800 GHS,Ayeduase,high_ln_savers,savers,116,,ACTIVE,before_disbursement,before_disbursement,-59,,PENDING,before_disbursement,still_active,1.000000,2.000000,39
286971733,1,21,8,5559.0000000000,-5500.0000000000,71.5100000000,7,8,473,32,MALE,Greater Accra Region,Above 1800 GHS,Ablekuma West Municipal,mid_ln_savers,wallet_users,35,,ACTIVE,before_disbursement,before_disbursement,-18,,PENDING,before_disbursement,still_active,21.000000,8.000000,30
287168409,1,1,0,20.0000000000,0.0000000000,20.0000000000,22,23,391,23,FEMALE,Ashanti Region,701 GHS - 1000 GHS,Aboabo,high_ln_savers,savers,44,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
287210843,1,1,0,20.0000000000,0.0000000000,20.0000000000,10,11,470,41,MALE,Ashanti Region,Above 1800 GHS,Tanoso,high_ln_savers,savers,43,,ACTIVE,before_disbursement,before_disbursement,-27,-36,PARTIALLY_PAID,before_disbursement,still_active,1.000000,0.000000,0
287225856,1,1,0,20.0000000000,0.0000000000,20.0000000000,36,37,468,28,MALE,Other Region,351 GHS - 700 GHS,Upper East,high_ln_savers,savers,80,,ACTIVE,before_disbursement,before_disbursement,-29,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
287286877,1,4,10,1180.0000000000,-1160.0100000000,20.8700000000,2,3,275,28,MALE,Ashanti Region,351 GHS - 700 GHS,Ejisu Municipal,low_ln_savers,wallet_users,40,,ACTIVE,after_loan_closed,after_loan_closed,249,161,PAID,after_loan_closed,still_active,4.000000,10.000000,14
287322330,1,5,0,1000.0000000000,0.0000000000,1000.5800000000,6,7,425,38,MALE,Greater Accra Region,Above 1800 GHS,Ablekuma North Municipal,mid_ln_savers,ultra_savers,38,,ACTIVE,before_disbursement,before_disbursement,-35,,PENDING,before_disbursement,still_active,5.000000,0.000000,10
287455602,1,5,2,500.0000000000,-490.0000000000,10.7600000000,18,19,576,34,FEMALE,Accra,1401 GHS - 1800 GHS,Nungua,high_ln_savers,savers,141,,ACTIVE,with_active_loan,with_active_loan,17,-137,PARTIALLY_PAID,with_active_loan,still_active,5.000000,2.000000,17
287516695,1,4,1,600.0000000000,-580.0000000000,21.5200000000,14,15,509,37,MALE,Ashanti Region,701 GHS - 1000 GHS,Ahafo Ano North Municipal,high_ln_savers,savers,50,,ACTIVE,before_disbursement,before_disbursement,-11,,PENDING,before_disbursement,still_active,4.000000,1.000000,20
287699715,1,3,0,60.0000000000,0.0000000000,60.0300000000,-1,,321,21,FEMALE,Greater Accra Region,351 GHS - 700 GHS,Ashaiman Municipal,eligible_no_loan_savers,savers,7,,ACTIVE,no_loan_history,no_loan_history,,,,no_loan_history,still_active,3.000000,0.000000,3
287759213,1,4,0,500.0000000000,0.0000000000,501.3500000000,3,4,444,41,MALE,Western Region,Above 1800 GHS,Fijai,mid_ln_savers,ultra_savers,25,,ACTIVE,before_disbursement,before_disbursement,-5,,PENDING,before_disbursement,still_active,4.000000,0.000000,15
287849156,1,2,0,1200.0000000000,0.0000000000,1200.0300000000,8,9,200,24,MALE,Accra,351 GHS - 700 GHS,Adenta,high_ln_savers,ultra_savers,9,,ACTIVE,after_loan_closed,after_loan_closed,857,789,PAID,after_loan_closed,still_active,2.000000,0.000000,1
287872560,1,5,5,1300.2600000000,-1280.0000000000,22.6600000000,26,27,673,23,FEMALE,Greater Accra Region,351 GHS - 700 GHS,La-Nkwantanang Municipal,high_ln_savers,wallet_users,131,,ACTIVE,before_disbursement,before_disbursement,-130,,,before_disbursement,still_active,5.000000,5.000000,31
287882426,1,2,1,70.0000000000,-50.0000000000,20.7400000000,12,13,487,23,FEMALE,Western Region,701 GHS - 1000 GHS,Ahanta West Municipal,high_ln_savers,savers,48,,ACTIVE,before_disbursement,before_disbursement,0,,LATE,before_disbursement,still_active,1.000000,0.500000,46
288010260,1,4,0,1061.0000000000,0.0000000000,1061.3500000000,2,3,290,33,MALE,Greater Accra Region,351 GHS - 700 GHS,Ga West Municipal,low_ln_savers,ultra_savers,26,,ACTIVE,after_loan_closed,after_loan_closed,10,0,PAID,after_loan_closed,still_active,4.000000,0.000000,21
288179177,1,4,0,80.0000000000,0.0000000000,80.6900000000,9,10,388,31,FEMALE,Greater Accra Region,1001 GHS - 1400 GHS,Accra Metropolitan,high_ln_savers,savers,43,,ACTIVE,before_disbursement,before_disbursement,-19,,PENDING,before_disbursement,still_active,4.000000,0.000000,35
288246276,1,2,0,41.0000000000,0.0000000000,41.3400000000,14,15,509,26,FEMALE,Eastern Region,701 GHS - 1000 GHS,Suhum,high_ln_savers,savers,49,,ACTIVE,before_disbursement,before_disbursement,-32,,PENDING,before_disbursement,still_active,1.000000,0.000000,34
288347209,1,13,17,6363.0000000000,-6315.0000000000,54.2300000000,27,28,351,38,MALE,Tema,Above 1800 GHS,Community 22,high_ln_savers,wallet_users,19,,ACTIVE,before_disbursement,before_disbursement,-13,-18,PARTIALLY_PAID,before_disbursement,still_active,13.000000,17.000000,16
288353502,1,18,4,884.0000000000,-556.0000000000,311.3700000000,8,9,491,35,MALE,Bono Region,1001 GHS - 1400 GHS,Sunyani West District,high_ln_savers,savers,51,,ACTIVE,before_disbursement,before_disbursement,-37,-47,PARTIALLY_PAID,before_disbursement,still_active,9.000000,2.000000,48
288378342,1,1,0,21.0000000000,0.0000000000,21.0000000000,30,31,741,29,FEMALE,Greater Accra Region,351 GHS - 700 GHS,Kpone Katamanso Municipal,high_ln_savers,savers,21,,ACTIVE,before_disbursement,before_disbursement,-5,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
288408731,1,1,0,200.0000000000,0.0000000000,200.0000000000,31,32,599,33,MALE,Accra,351 GHS - 700 GHS,Dansoman,high_ln_savers,savers,2,,ACTIVE,with_active_loan,with_active_loan,11,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
288419989,1,2,3,120.0000000000,-100.0800000000,20.2800000000,7,8,390,21,FEMALE,Western Region,351 GHS - 700 GHS,Sekondi-Takoradi Metropolitan,mid_ln_savers,savers,44,,ACTIVE,before_disbursement,before_disbursement,-27,,PENDING,before_disbursement,still_active,2.000000,3.000000,25
288460948,1,1,0,100.0000000000,0.0000000000,100.0000000000,11,12,376,35,MALE,Greater Accra Region,1401 GHS - 1800 GHS,Tema Metropolitan,high_ln_savers,savers,13,,ACTIVE,before_disbursement,before_disbursement,-7,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
288515361,1,1,3,1000.0000000000,-700.0000000000,301.4000000000,0,1,324,21,MALE,Ashanti Region,Above 1800 GHS,Juaben Municipal,low_ln_savers,savers,8,,ACTIVE,after_loan_closed,after_loan_closed,12,5,PAID,after_loan_closed,still_active,1.000000,3.000000,6
288537062,1,2,0,70.0000000000,0.0000000000,70.0300000000,0,1,350,28,FEMALE,Ashanti Region,Above 1800 GHS,Amansie West District,low_ln_savers,savers,34,,ACTIVE,after_loan_closed,after_loan_closed,155,123,PAID,after_loan_closed,still_active,2.000000,0.000000,3
288614033,1,50,5,17590.7400000000,-600.5700000000,17268.7700000000,19,20,483,32,MALE,Other Region,1001 GHS - 1400 GHS,Northern,high_ln_savers,ultra_savers,137,,ACTIVE,after_loan_closed,after_loan_closed,20,-89,PAID,after_loan_closed,still_active,12.500000,1.250000,133
288694455,1,1,0,21.0000000000,0.0000000000,21.0000000000,3,4,200,24,FEMALE,Bono East Region,Below 350 GHS,Kintampo North Municipal,mid_ln_savers,savers,2,,ACTIVE,after_loan_closed,after_loan_closed,49,2,PAID,after_loan_closed,still_active,1.000000,0.000000,0
288697853,1,1,0,25.0000000000,0.0000000000,25.0000000000,2,3,444,22,FEMALE,Western Region,701 GHS - 1000 GHS,Tarkwa Nusaem Municipal,low_ln_savers,savers,7,,ACTIVE,before_disbursement,before_disbursement,-3,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
288830924,1,5,5,156.0000000000,-135.0000000000,21.2800000000,3,4,337,33,FEMALE,Bono East Region,1001 GHS - 1400 GHS,Nkoranza South Municipal,mid_ln_savers,wallet_users,18,,ACTIVE,before_disbursement,before_disbursement,-14,,PENDING,before_disbursement,still_active,5.000000,5.000000,15
288895560,1,1,0,21.0000000000,0.0000000000,21.0000000000,9,10,200,26,MALE,Central Region,351 GHS - 700 GHS,Cape Coast Metropolitan,high_ln_savers,savers,8,,ACTIVE,with_active_loan,with_active_loan,158,76,LATE,with_active_loan,still_active,1.000000,0.000000,0
288904584,1,1,0,30.0000000000,0.0000000000,30.0000000000,5,6,366,23,MALE,Greater Accra Region,1401 GHS - 1800 GHS,Ashaiman Municipal,mid_ln_savers,savers,16,,ACTIVE,before_disbursement,before_disbursement,-4,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
289058573,1,1,0,21.0000000000,0.0000000000,21.0000000000,16,17,611,30,MALE,Ashanti Region,701 GHS - 1000 GHS,Obuasi Municipal,high_ln_savers,savers,41,,ACTIVE,with_active_loan,with_active_loan,39,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
289091524,1,1,0,100.0000000000,0.0000000000,100.0000000000,0,1,275,34,MALE,Bono Region,701 GHS - 1000 GHS,Sunyani West District,low_ln_savers,savers,42,,ACTIVE,after_loan_closed,after_loan_closed,52,0,PAID,after_loan_closed,still_active,1.000000,0.000000,0
289369013,1,1,0,21.0000000000,0.0000000000,21.0000000000,1,2,283,40,FEMALE,Greater Accra Region,701 GHS - 1000 GHS,Accra Metropolitan,low_ln_savers,savers,32,,ACTIVE,after_loan_closed,after_loan_closed,32,0,PAID,after_loan_closed,still_active,1.000000,0.000000,0
289768411,1,3,0,200.0000000000,0.0000000000,200.4600000000,14,15,519,41,MALE,Central Region,Above 1800 GHS,Kasoa,high_ln_savers,savers,50,,ACTIVE,before_disbursement,before_disbursement,-34,,PENDING,before_disbursement,still_active,3.000000,0.000000,16
289784985,1,1,0,500.0000000000,0.0000000000,500.0000000000,21,22,715,38,MALE,Eastern Region,Above 1800 GHS,Atiwa West District,high_ln_savers,savers,18,,ACTIVE,before_disbursement,before_disbursement,-3,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
289801723,1,2,0,30.0000000000,0.0000000000,30.0700000000,4,5,355,24,MALE,Bono Region,Above 1800 GHS,Sunyani West District,mid_ln_savers,savers,45,,ACTIVE,before_disbursement,before_disbursement,-43,,PENDING,before_disbursement,still_active,2.000000,0.000000,7
289875103,1,2,0,31.0000000000,0.0000000000,31.3100000000,6,7,425,33,FEMALE,Greater Accra Region,Above 1800 GHS,Ablekuma Central Municipal,mid_ln_savers,savers,50,,ACTIVE,after_loan_closed,after_loan_closed,0,-23,PAID,after_loan_closed,still_active,2.000000,0.000000,31
289979831,1,1,0,50.0000000000,0.0000000000,50.0000000000,20,21,384,37,MALE,Greater Accra Region,Above 1800 GHS,Ningo-Prampram District,high_ln_savers,savers,88,,ACTIVE,before_disbursement,before_disbursement,-64,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
290191455,1,22,3,5500.0100000000,-5500.0000000000,33.7600000000,26,27,681,38,MALE,Tema,1001 GHS - 1400 GHS,Community 25,high_ln_savers,savers,92,,ACTIVE,before_disbursement,before_disbursement,-69,,PENDING,before_disbursement,still_active,7.333333,1.000000,90
290191509,1,7,3,530.0000000000,-371.0200000000,30.9100000000,40,40,476,24,MALE,Other Region,351 GHS - 700 GHS,Northern,high_ln_savers,savers,90,,ACTIVE,before_disbursement,before_disbursement,-18,,PENDING,before_disbursement,still_active,3.500000,1.500000,48
290435613,2,3,1,70.0000000000,-50.0200000000,20.0000000000,24,25,681,23,FEMALE,Accra,Below 350 GHS,Gbawe,high_ln_savers,savers,2,2025-08-08 15:00:11.000,CLOSED,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,closed,1.500000,0.500000,60
290487105,1,3,1,30.0000000000,-10.4900000000,20.0000000000,38,39,477,35,MALE,Other Region,Above 1800 GHS,Volta,high_ln_savers,savers,131,,ACTIVE,before_disbursement,before_disbursement,-115,,PENDING,before_disbursement,still_active,1.000000,0.333333,109
290504682,1,8,3,600.0000000000,-430.0000000000,173.4700000000,28,29,734,30,MALE,Eastern Region,1001 GHS - 1400 GHS,Mpraeso,high_ln_savers,savers,43,,ACTIVE,before_disbursement,before_disbursement,-1,,PENDING,before_disbursement,still_active,8.000000,3.000000,39
290607120,1,1,0,21.0000000000,0.0000000000,21.0000000000,4,5,391,41,FEMALE,Ashanti Region,Above 1800 GHS,Ejisu Municipal,mid_ln_savers,savers,2,,ACTIVE,with_active_loan,with_active_loan,12,2,PARTIALLY_PAID,with_active_loan,still_active,1.000000,0.000000,0
290658764,1,2,0,42.0000000000,0.0000000000,42.0700000000,3,4,290,32,MALE,Greater Accra Region,1001 GHS - 1400 GHS,Ga North Municipal,mid_ln_savers,savers,11,,ACTIVE,before_disbursement,before_disbursement,-9,,PENDING,before_disbursement,still_active,2.000000,0.000000,7
290839095,1,2,1,10000.0000000000,-4950.0000000000,5061.8100000000,15,16,398,26,MALE,Other Region,1001 GHS - 1400 GHS,Northern,high_ln_savers,ultra_savers,49,,ACTIVE,after_loan_closed,after_loan_closed,179,121,PAID,after_loan_closed,still_active,2.000000,1.000000,10
290943670,2,3,2,650.0000000000,-506.4300000000,150.3500000000,16,17,536,46,MALE,Ashanti Region,1401 GHS - 1800 GHS,Other,high_ln_savers,savers,51,2025-08-27 17:58:23.000,CLOSED,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,closed,1.000000,0.666667,86
291090804,1,2,0,200.0000000000,0.0000000000,200.1800000000,9,10,476,29,MALE,Central Region,351 GHS - 700 GHS,Mfantsiman Municipal,high_ln_savers,savers,45,,ACTIVE,before_disbursement,before_disbursement,-6,,PENDING,before_disbursement,still_active,2.000000,0.000000,6
291109678,1,1,0,100.0000000000,0.0000000000,100.0000000000,34,35,553,35,FEMALE,Accra,Above 1800 GHS,Tantra Hill,high_ln_savers,savers,8,,ACTIVE,with_active_loan,with_active_loan,33,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
291137214,1,1,0,20.0000000000,0.0000000000,20.0000000000,1,2,340,36,FEMALE,Greater Accra Region,Above 1800 GHS,Ga West Municipal,low_ln_savers,savers,17,,ACTIVE,after_loan_closed,after_loan_closed,32,0,PAID,after_loan_closed,still_active,1.000000,0.000000,0
